% x                      y                        z                        (V)[1/(V)]               
-8.0E-5                  8.0E-4                   0.269                    -10.134642985804494      
-3.4E-4                  6.2E-4                   0.26901                  -10.13294740342344       
-5.9E-4                  4.5E-4                   0.26902                  -10.131830236977155      
-8.6E-4                  2.9E-4                   0.26903                  -10.13123069816722       
-0.00113                 1.4E-4                   0.26904                  -10.130234700775103      
-0.0014                  0.0                      0.26905                  -10.129052616446925      
-0.00159                 -9.0E-5                  0.26906                  -10.128274472361582      
-0.00179                 -1.8E-4                  0.26907                  -10.127471387357451      
-0.00199                 -2.6E-4                  0.26908                  -10.12672142709486       
-0.00219                 -3.3E-4                  0.26909                  -10.126020234249905      
-0.0024                  -4.0E-4                  0.2691                   -10.125270917331465      
