% x                      y                        z                        (V)[1/(V)]               
-8.0E-5                  8.0E-4                   0.271                    -10.137291684952775      
-3.6E-4                  7.0E-4                   0.27101                  -10.136441494801087      
-6.3E-4                  5.9E-4                   0.27102                  -10.135424343839432      
-8.9E-4                  4.7E-4                   0.27103                  -10.135120764209418      
-0.00115                 3.4E-4                   0.27104                  -10.134538546300618      
-0.0014                  2.0E-4                   0.27105                  -10.13351498988535       
-0.00161                 8.0E-5                   0.27106                  -10.132547142572031      
-0.00181                 -6.0E-5                  0.27107                  -10.131473268852664      
-0.00201                 -2.0E-4                  0.27108                  -10.13041497733107       
-0.00221                 -3.5E-4                  0.27109                  -10.129308897524131      
-0.0024                  -5.0E-4                  0.2711                   -10.128122577643184      
