% x                      y                        z                        (V)[1/(V)]               
-9.3E-4                  0.00129                  0.274                    -10.144601226015574      
-9.7E-4                  0.00123                  0.27401                  -10.144070260888103      
-0.0010                  0.00117                  0.27402                  -10.143561396429632      
-0.00104                 0.00112                  0.27403                  -10.143126148262278      
-0.00107                 0.00106                  0.27404                  -10.142777151539082      
-0.0011                  0.0010                   0.27405                  -10.142429940401287      
-0.00115                 9.0E-4                   0.27406                  -10.141854305584626      
-0.00119                 8.1E-4                   0.27407                  -10.141354726675871      
-0.00123                 7.1E-4                   0.27408                  -10.140811876695238      
-0.00127                 6.0E-4                   0.27409                  -10.140234099293142      
-0.0013                  5.0E-4                   0.2741                   -10.139729664112673      
