% x                      y                        z                        (V)[1/(V)]               
-9.1E-4                  0.00128                  0.28                     -10.149731821614651      
-9.8E-4                  0.00128                  0.28001                  -10.149677377535399      
-0.00106                 0.00126                  0.28002                  -10.149474059875207      
-0.00112                 0.00125                  0.28003                  -10.149406202556033      
-0.00117                 0.00122                  0.28004                  -10.149254193813801      
-0.0012                  0.0012                   0.28005                  -10.149159253967277      
-0.00123                 0.00114                  0.28006                  -10.148841475638644      
-0.00126                 0.00104                  0.28008                  -10.148367932291047      
-0.00128                 9.2E-4                   0.28009                  -10.147757025650062      
-0.0013                  7.7E-4                   0.28009                  -10.146989808353428      
-0.0013                  6.0E-4                   0.2801                   -10.146158158727028      
