% x                      y                        z                        (V)[1/(V)]               
-9.2E-4                  0.00128                  0.277                    -10.147417586945751      
-9.9E-4                  0.00128                  0.27701                  -10.147349952414874      
-0.00106                 0.00126                  0.27702                  -10.1471309718544        
-0.00112                 0.00124                  0.27703                  -10.147029523399764      
-0.00117                 0.00122                  0.27704                  -10.146982089730109      
-0.0012                  0.0012                   0.27705                  -10.146906476852894      
-0.00124                 0.00112                  0.27706                  -10.14648077761545       
-0.00126                 0.00101                  0.27708                  -10.14586809193576       
-0.00128                 8.7E-4                   0.27709                  -10.145079819075612      
-0.0013                  7.0E-4                   0.2771                   -10.144192399586645      
-0.0013                  5.0E-4                   0.2771                   -10.143196494572699      
