% x                      y                        z                        (V)[1/(V)]               
-0.00102                 0.00246                  0.28                     -10.158958052064499      
-0.00108                 0.00226                  0.28                     -10.15694390826132       
-0.00113                 0.00207                  0.28                     -10.155304585932706      
-0.00119                 0.00188                  0.28                     -10.153719128012145      
-0.00124                 0.00169                  0.28                     -10.15224547716398       
-0.0013                  0.0015                   0.28                     -10.151022155250878      
-0.00136                 0.0013                   0.28                     -10.149851954452071      
-0.00142                 0.0011                   0.28                     -10.148796728341665      
-0.00148                 9.0E-4                   0.28                     -10.147757378721424      
-0.00154                 7.0E-4                   0.28                     -10.146691239237493      
-0.0016                  5.0E-4                   0.28                     -10.1456707957448        
