% x                      y                        z                        (V)[1/(V)]               
-0.00105                 0.00246                  0.277                    -10.15680898073902       
-0.00109                 0.00205                  0.27701                  -10.153072398708439      
-0.00116                 0.00165                  0.27702                  -10.149798499974274      
-0.00126                 0.00125                  0.27703                  -10.147257994884678      
-0.00138                 8.7E-4                   0.27704                  -10.145120035447192      
-0.0015                  5.0E-4                   0.27705                  -10.14318165344174       
-0.0016                  2.5E-4                   0.27706                  -10.14187822783776       
-0.00173                 0.0                      0.27707                  -10.14058601717104       
-0.00187                 -2.4E-4                  0.27708                  -10.139391804843227      
-0.00203                 -4.7E-4                  0.27709                  -10.138279059991978      
-0.0022                  -7.0E-4                  0.2771                   -10.137206162145862      
