% x                      y                        z                        (V)[1/(V)]               
-0.00113                 0.00248                  0.271                    -10.154144303751066      
-0.00115                 0.00204                  0.27101                  -10.14858737525248       
-0.00121                 0.00163                  0.27102                  -10.144213309902632      
-0.00129                 0.00123                  0.27103                  -10.140984204395615      
-0.00139                 8.6E-4                   0.27104                  -10.13810718100193       
-0.0015                  5.0E-4                   0.27105                  -10.135617216330974      
-0.0016                  2.8E-4                   0.27106                  -10.133981867376386      
-0.00174                 8.0E-5                   0.27107                  -10.132467107014476      
-0.00191                 -1.2E-4                  0.27108                  -10.131019934428913      
-0.0021                  -3.2E-4                  0.27109                  -10.129593376309632      
-0.0023                  -5.0E-4                  0.2711                   -10.128281494988126      
