% x                      y                        z                        (V)[1/(V)]               
-1.7E-4                  0.0023                   0.28                     -10.158789524728093      
-3.0E-4                  0.00172                  0.28                     -10.1535125241442        
-5.1E-4                  0.0012                   0.28001                  -10.149380958069289      
-7.7E-4                  7.4E-4                   0.28002                  -10.146306291790156      
-0.00107                 3.4E-4                   0.28003                  -10.144936352484132      
-0.0014                  0.0                      0.28005                  -10.143416724039696      
-0.00155                 -1.2E-4                  0.28006                  -10.142838966028814      
-0.00171                 -2.3E-4                  0.28007                  -10.142252817203318      
-0.0019                  -3.3E-4                  0.28008                  -10.141711995706077      
-0.0021                  -4.2E-4                  0.28009                  -10.141218545459601      
-0.0023                  -5.0E-4                  0.2801                   -10.140762740030898      
