% x                      y                        z                        (V)[1/(V)]               
-0.00126                 0.0025                   0.267                    -10.15082381595594       
-0.00126                 0.00229                  0.267                    -10.147814927871675      
-0.00127                 0.00209                  0.267                    -10.145243061798194      
-0.00128                 0.00189                  0.267                    -10.142774851563372      
-0.00129                 0.0017                   0.267                    -10.140725546082765      
-0.0013                  0.0015                   0.267                    -10.138725235970776      
-0.00133                 0.0013                   0.267                    -10.136837759751419      
-0.00137                 0.00109                  0.267                    -10.134992363222025      
-0.00144                 8.9E-4                   0.267                    -10.13328050567392       
-0.00152                 7.0E-4                   0.267                    -10.131579370480216      
-0.0016                  5.0E-4                   0.267                    -10.129804000530772      
