% x                      y                        z                        (V)[1/(V)]               
-0.0010                  0.0013                   0.262                    -10.13000582889602       
-0.00102                 9.9E-4                   0.26201                  -10.126776427918337      
-0.00108                 7.0E-4                   0.26202                  -10.124552166623344      
-0.00117                 4.4E-4                   0.26203                  -10.122787030899124      
-0.00128                 2.0E-4                   0.26204                  -10.121078913484665      
-0.0014                  0.0                      0.26205                  -10.11946920349294       
-0.00152                 -1.5E-4                  0.26206                  -10.11826889572609       
-0.00167                 -2.8E-4                  0.26207                  -10.117214259123553      
-0.00186                 -4.0E-4                  0.26208                  -10.116216415852051      
-0.00207                 -5.1E-4                  0.26209                  -10.115241258126048      
-0.0023                  -6.0E-4                  0.2621                   -10.11428789915606       
