% x                      y                        z                        (V)[1/(V)]               
-9.2E-4                  0.00128                  0.277                    -10.147417586945751      
-9.6E-4                  9.8E-4                   0.27701                  -10.145261217211765      
-0.00104                 7.0E-4                   0.27702                  -10.143903910918182      
-0.00114                 4.4E-4                   0.27703                  -10.142802533502413      
-0.00127                 2.0E-4                   0.27704                  -10.141734823208848      
-0.0014                  0.0                      0.27705                  -10.140774703991132      
-0.00153                 -1.4E-4                  0.27706                  -10.140053254706944      
-0.00169                 -2.8E-4                  0.27707                  -10.139328817847096      
-0.00187                 -4.0E-4                  0.27708                  -10.13868898383758       
-0.00208                 -5.1E-4                  0.27709                  -10.138070461104434      
-0.0023                  -6.0E-4                  0.2771                   -10.13751962238792       
