% x                      y                        z                        (V)[1/(V)]               
-8.0E-5                  8.0E-4                   0.28                     -10.14672488596265       
-3.5E-4                  7.9E-4                   0.28                     -10.146706808624975      
-5.8E-4                  7.6E-4                   0.28001                  -10.14645142805578       
-7.9E-4                  7.2E-4                   0.28002                  -10.146263905872685      
-9.6E-4                  6.7E-4                   0.28004                  -10.14631111147122       
-0.0011                  6.0E-4                   0.28005                  -10.14606587085289       
-0.00115                 5.5E-4                   0.28006                  -10.145865994999754      
-0.0012                  4.8E-4                   0.28007                  -10.145574167930853      
-0.00124                 4.0E-4                   0.28008                  -10.145231766428967      
-0.00127                 3.0E-4                   0.28009                  -10.144796461165582      
-0.0013                  2.0E-4                   0.2801                   -10.144356906161386      
