% x                      y                        z                        (V)[1/(V)]               
-8.0E-5                  8.0E-4                   0.269                    -10.134642985804494      
-4.1E-4                  7.9E-4                   0.269                    -10.134594625232351      
-6.9E-4                  7.7E-4                   0.26901                  -10.134070745694302      
-9.2E-4                  7.2E-4                   0.26902                  -10.133879557687456      
-0.00109                 6.7E-4                   0.26903                  -10.133742191036392      
-0.0012                  6.0E-4                   0.26905                  -10.133368394803808      
-0.00123                 5.6E-4                   0.26906                  -10.133121093057582      
-0.00125                 4.9E-4                   0.26907                  -10.13266422134852       
-0.00128                 4.0E-4                   0.26908                  -10.132068327331133      
-0.00129                 3.0E-4                   0.26909                  -10.131385483631956      
-0.0013                  2.0E-4                   0.2691                   -10.130649938570729      
