% x                      y                        z                        (V)[1/(V)]               
-2.1E-4                  0.00232                  0.271                    -10.153822514163359      
-5.6E-4                  0.0023                   0.271                    -10.153075851029685      
-8.7E-4                  0.00226                  0.27101                  -10.151787852943839      
-0.00112                 0.00219                  0.27102                  -10.150304357571796      
-0.0013                  0.0021                   0.27104                  -10.148778325470284      
-0.0014                  0.0020                   0.27105                  -10.147577577110306      
-0.00143                 0.00192                  0.27106                  -10.146831490012232      
-0.00146                 0.0018                   0.27107                  -10.145812069433427      
-0.00148                 0.00165                  0.27108                  -10.144635900704667      
-0.00149                 0.00148                  0.27109                  -10.143284985880408      
-0.0015                  0.0013                   0.2711                   -10.141849190518222      
