% x                      y                        z                        (V)[1/(V)]               
-8.0E-5                  8.0E-4                   0.28                     -10.14672488596265       
-3.4E-4                  6.6E-4                   0.28001                  -10.145898602898104      
-6.1E-4                  5.2E-4                   0.28002                  -10.14529112931767       
-8.7E-4                  3.8E-4                   0.28003                  -10.14498715364403       
-0.00113                 2.4E-4                   0.28004                  -10.144524512983425      
-0.0014                  1.0E-4                   0.28005                  -10.143865167553686      
-0.0016                  -0.0                     0.28006                  -10.143381310475036      
-0.0018                  -1.0E-4                  0.28007                  -10.142785342466606      
-0.0020                  -2.0E-4                  0.28008                  -10.142196718736484      
-0.0022                  -3.0E-4                  0.28009                  -10.141616784089729      
-0.0024                  -4.0E-4                  0.2801                   -10.141059613677516      
