% x                      y                        z                        (V)[1/(V)]               
-1.7E-4                  0.0023                   0.28                     -10.158789524728093      
-5.0E-4                  0.00227                  0.28                     -10.158165736527966      
-7.9E-4                  0.00219                  0.28001                  -10.156943957396832      
-0.00102                 0.00208                  0.28002                  -10.155619921641993      
-0.0012                  0.00195                  0.28004                  -10.154256229673901      
-0.0013                  0.0018                   0.28005                  -10.153006004890264      
-0.00133                 0.00171                  0.28006                  -10.152416199859815      
-0.00136                 0.0016                   0.28007                  -10.151722295952572      
-0.00138                 0.00148                  0.28008                  -10.150992114400184      
-0.00139                 0.00134                  0.28009                  -10.150165405692432      
-0.0014                  0.0012                   0.2801                   -10.149396432487121      
