% x                      y                        z                        (V)[1/(V)]               
-0.00102                 0.00246                  0.28                     -10.158958052064499      
-0.00113                 0.00226                  0.28                     -10.156829249055095      
-0.00121                 0.00207                  0.28001                  -10.155139393664934      
-0.00126                 0.00188                  0.28002                  -10.153596089693055      
-0.00129                 0.00169                  0.28003                  -10.15226358941797       
-0.0013                  0.0015                   0.28005                  -10.151058691742353      
-0.00129                 0.00142                  0.28006                  -10.150563121283685      
-0.00128                 0.00134                  0.28007                  -10.150074123223456      
-0.00126                 0.00126                  0.28008                  -10.149584649076546      
-0.00123                 0.00118                  0.28009                  -10.149091565441346      
-0.0012                  0.0011                   0.2801                   -10.148625946679903      
