% x                      y                        z                        (V)[1/(V)]               
-0.00113                 0.00248                  0.271                    -10.154144303751066      
-0.00121                 0.00228                  0.271                    -10.150994655298513      
-0.00128                 0.00209                  0.27101                  -10.148717810935377      
-0.00132                 0.00189                  0.27102                  -10.146575990278755      
-0.00134                 0.0017                   0.27104                  -10.144871980289983      
-0.00135                 0.0015                   0.27105                  -10.143264290113262      
-0.00135                 0.00142                  0.27106                  -10.142624910936469      
-0.00134                 0.00134                  0.27107                  -10.141973657417026      
-0.00133                 0.00126                  0.27108                  -10.141322700897911      
-0.00132                 0.00118                  0.27109                  -10.140672041379133      
-0.0013                  0.0011                   0.2711                   -10.140009174145455      
